partner,participant,gender,no_participants
FCI,farmers,male,25
FCI,government_EAs,male,1
FCI,others,male,0
JDPM,farmers,male,8
JDPM,NGO_EAs,male,2
JDPM,farmers,male,6
JDPM,NGO_EAs,male,2
GCCE,farmers,male,17
JDPM,farmers,male,6
JDPM,NGO_EAs,male,2
JDPM,farmers,male,4
JDPM,NGO_EAs,male,2
JDPM,farmers,male,4
JDPM,NGO_EAs,male,2
JDPM,farmers,male,4
JDPM,NGO_EAs,male,2
JDPM,farmers,male,4
JDPM,NGO_EAs,male,2
JDPM,farmers,male,3
JDPM,NGO_EAs,male,2
JDPM,farmers,male,3
JDPM,NGO_EAs,male,0
JDPM,farmers,male,7
JDPM,NGO_EAs,male,2
JDPM,farmers,male,4
JDPM,NGO_EAs,male,2
JDPM,farmers,male,4
JDPM,NGO_EAs,male,4
JDPM,NGO_staff,male,2
TFNC,farmers,male,49
Notore,farmers,male,19
Notore,private_staff,male,1
JDPM,farmers,male,24
JDPM,private_staff,male,1
JDPM,private_EAs,male,8
SG2000,farmers,male,41
SG2000,farmers,male,1
OYSCGA,farmers,male,7
JDPM,farmers,male,3
JDPM,NGO_EAs,male,2
JDPM,others,male,0
JDPM,farmers,male,23
JDPM,NGO_EAs,male,2
JDPM,farmers,male,1
JDPM,NGO_EAs,male,2
JDPM,farmers,male,2
JDPM,NGO_EAs,male,2
JDPM,others,male,0
MEDA,farmers,male,26
JDPM,farmers,male,2
JDPM,NGO_EAs,male,2
JDPM,others,male,0
JDPM,farmers,male,1
JDPM,NGO_EAs,male,2
JDPM,farmers,male,2
JDPM,NGO_EAs,male,2
JDPM,farmers,male,5
JDPM,NGO_EAs,male,2
JDPM,others,male,0
JDPM,farmers,male,8
JDPM,NGO_EAs,male,2
JDPM,others,male,0
JDPM,farmers,male,1
JDPM,NGO_EAs,male,2
JDPM,farmers,male,2
JDPM,NGO_EAs,male,3
JDPM,farmers,male,5
JDPM,NGO_EAs,male,2
JDPM,others,male,0
Notore,farmers,male,22
Notore,private_EAs,male,3
Notore,farmers,male,21
Notore,private_EAs,male,10
MEDA,farmers,male,24
FCI,farmers,male,302
FCI,government_EAs,male,5
FCI,others,male,109
FCI,researchers,male,1
Notore,farmers,male,11
Notore,NGO_EAs,male,1
Notore,NGO_EAs,male,1
Notore,farmers,male,8
FCI,farmers,male,43
FCI,government_EAs,male,1
FCI,others,male,1
FUAM,farmers,male,2
FUAM,government_EAs,male,1
FUAM,farmers,male,6
FUAM,government_EAs,male,1
FUAM,farmers,male,4
FUAM,farmers,male,5
OYSCGA,farmers,male,75
OYSCGA,government_EAs,male,14
MEDA,farmers,male,25
Notore,farmers,male,24
TFNC,farmers,male,27
TFNC,farmers,male,26
SG2000,farmers,male,17
SG2000,government_EAs,male,2
SG2000,NA,male,19
OYSCGA,farmers,male,39
OYSCGA,government_EAs,male,6
Notore,farmers,male,8
SG2000,farmers,male,21
SG2000,NGO_EAs,male,1
Notore,farmers,male,34
Notore,private_EAs,male,1
JDPM,farmers,male,23
JDPM,NGO_EAs,male,2
MEDA,farmers,male,18
OYSADEP,farmers,male,4
OYSADEP,farmers,male,7
OYSADEP,government_EAs,male,1
IITA,NGO_EAs,male,20
IITA,government_EAs,male,17
CAVAII,farmers,male,17
CAVAII,government_EAs,male,3
CAVAII,government_staff,male,0
CAVAII,private_EAs,male,3
CAVAII,private_staff,male,2
SG2000,farmers,male,15
SG2000,government_EAs,male,1
Psaltry,farmers,male,137
Notore,farmers,male,11
Notore,private_EAs,male,15
JDPM,farmers,male,8
JDPM,NGO_EAs,male,2
Psaltry,farmers,male,650
Psaltry,private_EAs,male,7
SG2000,farmers,male,21
SG2000,researchers,male,0
MEDA,farmers,male,22
Psaltry,farmers,male,220
Psaltry,private_EAs,male,1
Psaltry,NA,male,221
Psaltry,farmers,male,153
Psaltry,private_EAs,male,2
Notore,private_EAs,male,15
Notore,NA,male,17
FCI,farmers,male,32
FCI,government_EAs,male,0
MEDA,farmers,male,1
MEDA,government_EAs,male,12
MEDA,government_staff,male,1
MEDA,NGO_staff,male,6
MEDA,NA,male,20
JDPM,farmers,male,18
JDPM,NGO_EAs,male,2
JDPM,NA,male,20
JDPM,farmers,male,18
JDPM,NGO_EAs,male,3
Notore,private_EAs,male,11
Notore,private_staff,male,1
Notore,researchers,male,1
FCI,farmers,male,42
FCI,government_EAs,male,1
FCI,others,male,1
FUAM,farmers,male,23
FUAM,government_EAs,male,1
Psaltry,farmers,male,42
SG2000,farmers,male,16
SG2000,farmers,male,17
SG2000,farmers,male,0
SG2000,government_EAs,male,0
Notore,farmers,male,33
Notore,private_staff,male,1
Psaltry,farmers,male,15
Psaltry,NA,male,2
OYSADEP,farmers,male,16
OYSADEP,government_EAs,male,1
FUAM,farmers,male,23
FUAM,researchers,male,1
CAVAII,farmers,male,27
CAVAII,private_EAs,male,5
FCI,government_EAs,male,3
FCI,others,male,6
FCI,researchers,male,2
FCI,farmers,male,13
FCI,government_EAs,male,1
MEDA,farmers,male,23
Psaltry,farmers,male,200
FCI,farmers,male,37
FCI,government_EAs,male,2
FCI,NA,male,39
FCI,NA,male,39
Psaltry,private_EAs,male,2
Psaltry,farmers,male,120
SG2000,farmers,male,16
Psaltry,farmers,male,70
Minjingu,farmers,male,355
Minjingu,government_EAs,male,3
Minjingu,NGO_EAs,male,1
Minjingu,others,male,14
Minjingu,private_staff,male,4
OYSCGA,farmers,male,3
CAVAII,farmers,male,7
FCI,government_EAs,male,3
FCI,others,male,9
FCI,NGO_staff,male,2
FCI,NA,male,14
FUAM,farmers,male,24
FUAM,government_EAs,male,1
MEDA,farmers,male,19
FUAM,farmers,male,32
FUAM,government_EAs,male,1
SG2000,farmers,male,23
Psaltry,farmers,male,98
Psaltry,private_EAs,male,8
Psaltry,private_staff,male,3
CAVAII,farmers,male,42
CAVAII,government_EAs,male,1
CAVAII,NGO_EAs,male,1
CAVAII,others,male,1
CAVAII,NA,male,0
SG2000,farmers,male,18
JDPM,farmers,male,25
JDPM,NGO_EAs,male,2
JDPM,farmers,male,24
JDPM,NGO_EAs,male,2
JDPM,farmers,male,16
JDPM,NGO_EAs,male,2
SG2000,farmers,male,16
SG2000,farmers,male,17
FADAMA,farmers,male,9
FADAMA,others,male,9
MEDA,farmers,male,24
SG2000,farmers,male,16
SG2000,farmers,male,19
SG2000,farmers,male,8
SG2000,government_EAs,male,2
TFNC,government_EAs,male,7
MEDA,government_EAs,male,10
SG2000,farmers,male,5
SG2000,farmers,male,5
FUAM,farmers,male,14
FUAM,government_EAs,male,1
FUAM,farmers,male,32
FUAM,government_EAs,male,1
TFNC,farmers,male,16
MEDA,farmers,male,24
SG2000,farmers,male,10
SG2000,government_EAs,male,1
SG2000,farmers,male,15
SG2000,government_EAs,male,1
FUAM,farmers,male,26
FUAM,government_EAs,male,1
SG2000,farmers,male,5
JDPM,farmers,male,13
JDPM,NGO_EAs,male,3
JDPM,farmers,male,15
JDPM,NGO_EAs,male,2
JDPM,farmers,male,45
JDPM,NGO_EAs,male,2
TFNC,farmers,male,21
SG2000,farmers,male,18
SG2000,farmers,male,11
MEDA,farmers,male,20
SG2000,farmers,male,18
SG2000,government_EAs,male,8
SG2000,government_staff,male,2
JDPM,farmers,male,27
JDPM,NGO_EAs,male,2
JDPM,private_staff,male,2
JDPM,farmers,male,23
JDPM,NGO_EAs,male,2
JDPM,private_staff,male,1
SG2000,farmers,male,17
SG2000,government_EAs,male,1
SG2000,farmers,male,24
SG2000,government_EAs,male,1
TFNC,farmers,male,2
TFNC,government_EAs,male,10
TFNC,researchers,male,0
TFNC,NA,male,0
SG2000,farmers,male,20
SG2000,government_EAs,male,1
OYSADEP,farmers,male,1
MEDA,farmers,male,23
OYSADEP,farmers,male,2
OYSADEP,farmers,male,5
OYSADEP,others,male,0
JDPM,farmers,male,33
JDPM,NGO_EAs,male,3
SG2000,farmers,male,19
SG2000,government_EAs,male,1
SG2000,farmers,male,4
SG2000,farmers,male,4
JDPM,farmers,male,29
JDPM,NGO_EAs,male,2
JDPM,private_staff,male,1
JDPM,farmers,male,32
JDPM,NGO_EAs,male,2
OYSCGA,farmers,male,24
OYSCGA,others,male,10
SG2000,farmers,male,7
JDPM,farmers,male,25
JDPM,NGO_EAs,male,2
SG2000,farmers,male,15
SG2000,farmers,male,2
SG2000,farmers,male,9
SG2000,government_staff,male,1
TFNC,government_EAs,male,17
TFNC,private_staff,male,2
TFNC,researchers,male,2
TFNC,NA,male,2
TFNC,NA,male,21
FUAM,farmers,male,31
FUAM,government_EAs,male,1
SG2000,farmers,male,10
SG2000,farmers,male,19
SG2000,farmers,male,15
OYSCGA,farmers,male,17
OYSCGA,government_staff,male,0
SG2000,farmers,male,16
SG2000,farmers,male,11
SG2000,farmers,male,9
SG2000,farmers,male,10
SG2000,farmers,male,20
SG2000,farmers,male,16
SG2000,farmers,male,19
SG2000,farmers,male,14
SG2000,farmers,male,18
SG2000,farmers,male,8
SG2000,farmers,male,13
SG2000,farmers,male,16
SG2000,farmers,male,6
FJS,farmers,male,129
FJS,government_EAs,male,2
SG2000,farmers,male,0
SG2000,government_EAs,male,0
SG2000,farmers,male,0
SG2000,farmers,male,13
SG2000,farmers,male,10
OYSCGA,farmers,male,10
OYSCGA,researchers,male,0
OYSCGA,government_EAs,male,2
SG2000,farmers,male,19
SG2000,farmers,male,6
SG2000,farmers,male,18
SG2000,farmers,male,18
SG2000,farmers,male,19
SG2000,farmers,male,16
SG2000,farmers,male,8
SG2000,farmers,male,14
SG2000,farmers,male,10
SG2000,farmers,male,15
SG2000,farmers,male,9
SG2000,farmers,male,7
SG2000,farmers,male,16
SG2000,farmers,male,6
FCI,farmers,male,1
FCI,government_EAs,male,4
FCI,researchers,male,3
FCI,NGO_staff,male,5
FCI,farmers,male,0
FCI,government_EAs,male,3
FCI,researchers,male,2
FCI,NGO_staff,male,10
OYSADEP,farmers,male,4
OYSADEP,government_EAs,male,3
OYSADEP,researchers,male,12
OYSADEP,others,male,28
SG2000,farmers,male,9
SG2000,farmers,male,2
FUAM,government_EAs,male,6
FUAM,researchers,male,3
FUAM,private_staff,male,1
SG2000,farmers,male,4
SG2000,government_EAs,male,0
FCI,farmers,male,520
FCI,government_EAs,male,23
FCI,NGO_EAs,male,3
FCI,private_staff,male,3
FCI,researchers,male,4
FCI,others,male,150
FCI,NA,male,703
TFNC,farmers,male,490
TFNC,government_EAs,male,10
TFNC,government_staff,male,42
TFNC,NGO_staff,male,5
TFNC,private_staff,male,4
TFNC,researchers,male,4
TFNC,others,male,7
TFNC,NA,male,562
TFNC,NA,male,562
MEDA,farmers,male,475
MEDA,researchers,male,1
MEDA,government_EAs,male,12
MEDA,government_staff,male,5
MEDA,farmers,male,316
MEDA,others,male,188
YARA,farmers,male,120
YARA,government_staff,male,50
FJS,farmers,male,218
FJS,others,male,66
TFNC,farmers,male,176
TFNC,government_EAs,male,24
TFNC,others,male,63
TFNC,researchers,male,3
MEDA,farmers,male,350
MEDA,government_EAs,male,5
MEDA,researchers,male,2
MEDA,others,male,32
TFNC,farmers,male,303
TFNC,government_EAs,male,17
SG2000,farmers,male,15
FADAMA,farmers,male,73
SG2000,government_EAs,male,5
SG2000,others,male,2
SG2000,farmers,male,8
SG2000,farmers,male,22
SG2000,government_EAs,male,0
SG2000,researchers,male,1
YARA,farmers,male,41
YARA,farmers,male,19
YARA,government_EAs,male,0
Minjingu,farmers,male,6
MEDA,farmers,male,25
MEDA,NA,male,0
MEDA,NA,male,0
Minjingu,farmers,male,25
OYSCGA,farmers,male,49
OYSCGA,others,male,0
OYSCGA,farmers,male,64
OYSCGA,others,male,0
OYSCGA,NGO_staff,male,0
TFNC,government_EAs,male,49
TFNC,NGO_EAs,male,41
TFNC,NGO_staff,male,50
TFNC,private_EAs,male,170
TFNC,researchers,male,41
TFNC,farmers,male,21
TFNC,government_staff,male,427
Minjingu,farmers,male,19
CAVAII,government_EAs,male,4
CAVAII,private_EAs,male,3
CAVAII,private_staff,male,3
Minjingu,farmers,male,13
SG2000,farmers,male,2
SG2000,farmers,male,5
Minjingu,farmers,male,10
OYSCGA,NGO_EAs,male,1
OYSCGA,farmers,male,28
Minjingu,farmers,male,14
SG2000,farmers,male,3
SG2000,farmers,male,8
MEDA,private_staff,male,3
CAVAII,private_staff,male,9
CAVAII,researchers,male,2
CAVAII,government_EAs,male,1
MEDA,private_staff,male,6
MEDA,NA,male,6
SG2000,farmers,male,53
SG2000,government_EAs,male,2
SG2000,farmers,male,43
SG2000,government_EAs,male,2
SG2000,farmers,male,402
SG2000,government_EAs,male,1
SG2000,researchers,male,1
SG2000,government_staff,male,2
OYSADEP,farmers,male,33
Notore,farmers,male,28
OYSCGA,farmers,male,26
OYSADEP,farmers,male,57
OYSADEP,government_EAs,male,10
OYSADEP,NA,male,67
FUAM,farmers,male,5
FCI,farmers,male,14
FCI,government_EAs,male,0
FCI,others,male,1
FCI,farmers,male,46
FCI,government_EAs,male,0
FCI,others,male,0
FCI,farmers,male,21
FCI,government_EAs,male,1
FCI,farmers,male,23
FCI,government_EAs,male,0
FCI,others,male,1
FCI,farmers,male,25
FCI,government_EAs,male,1
FCI,others,male,1
FCI,farmers,male,17
FCI,government_EAs,male,0
FCI,others,male,1
Notore,farmers,male,22
SG2000,farmers,male,7
SG2000,farmers,male,5
OYSCGA,farmers,male,36
OYSCGA,farmers,male,29
OYSCGA,government_EAs,male,1
OYSCGA,others,male,15
SG2000,farmers,male,9
SG2000,government_EAs,male,0
IITA,government_EAs,male,2
IITA,NGO_EAs,male,6
IITA,others,male,2
IITA,researchers,male,11
IITA,private_staff,male,6
SG2000,government_EAs,male,7
SG2000,others,male,1
OYSCGA,farmers,male,20
OYSCGA,others,male,20
OYSCGA,government_staff,male,47
OYSCGA,farmers,male,47
IITA,researchers,male,2
IITA,others,male,17
OYSCGA,farmers,male,21
OYSCGA,NA,male,21
OYSCGA,farmers,male,28
OYSCGA,NA,male,28
GIZ,government_EAs,male,42
IITA,others,male,62
OYSCGA,farmers,male,76
OYSCGA,farmers,male,11
OYSCGA,farmers,male,0
OYSCGA,government_EAs,male,1
OYSCGA,farmers,male,11
OYSCGA,farmers,male,9
OYSCGA,farmers,male,8
OYSCGA,government_staff,male,1
OYSCGA,farmers,male,28
OYSCGA,NGO_EAs,male,2
OYSCGA,private_staff,male,1
OYSCGA,government_EAs,male,16
OYSCGA,farmers,male,51
OYSCGA,NGO_EAs,male,11
OYSCGA,researchers,male,7
OYSCGA,NGO_staff,male,1
GCCE,NGO_EAs,male,13
FADAMA,farmers,male,0
FADAMA,farmers,male,19
FADAMA,NA,male,19
Lumen_Fidei,NGO_EAs,male,18
FADAMA,farmers,male,20
FADAMA,others,male,20
MEDA,farmers,male,20
MEDA,farmers,male,28
MEDA,farmers,male,30
FADAMA,farmers,male,15
MEDA,farmers,male,30
MEDA,farmers,male,33
MEDA,farmers,male,26
FUAM,farmers,male,14
FADAMA,farmers,male,15
FADAMA,others,male,15
FUAM,farmers,male,9
FUAM,farmers,male,9
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,male,41
FUAM,farmers,male,15
MEDA,farmers,male,31
MEDA,farmers,male,25
MEDA,farmers,male,25
MEDA,farmers,male,30
MEDA,farmers,male,27
MEDA,farmers,male,28
FCI,farmers,male,5
FCI,farmers,male,4
Psaltry,farmers,male,70
FUAM,farmers,male,8
FUAM,farmers,male,9
FCI,farmers,male,42
FUAM,farmers,male,19
EIFAY_Africa,farmers,male,30
FUAM,farmers,male,13
FUAM,farmers,male,15
FADAMA,farmers,male,18
FADAMA,others,male,18
TYEGD,farmers,male,18
TYEGD,farmers,male,20
TYEGD,farmers,male,13
TYEGD,farmers,male,19
TYEGD,farmers,male,18
TYEGD,farmers,male,22
TYEGD,farmers,male,19
FADAMA,farmers,male,10
FADAMA,others,male,10
TYEGD,farmers,male,14
TYEGD,farmers,male,18
TYEGD,farmers,male,16
TYEGD,farmers,male,18
TYEGD,farmers,male,21
TYEGD,farmers,male,17
TYEGD,farmers,male,17
TYEGD,farmers,male,22
TYEGD,farmers,male,19
TYEGD,farmers,male,18
FADAMA,farmers,male,8
FADAMA,others,male,8
TYEGD,farmers,male,17
TYEGD,farmers,male,17
TYEGD,farmers,male,24
TYEGD,farmers,male,24
TYEGD,farmers,male,16
FADAMA,farmers,male,11
FADAMA,others,male,11
FADAMA,farmers,male,20
FADAMA,others,male,20
FADAMA,farmers,male,19
FADAMA,others,male,19
FADAMA,farmers,male,10
FADAMA,farmers,male,12
FADAMA,others,male,12
OYSCGA,farmers,male,20
OYSCGA,government_EAs,male,2
OYSCGA,NGO_EAs,male,0
FADAMA,farmers,male,18
FADAMA,others,male,18
FADAMA,farmers,male,18
FADAMA,others,male,18
FADAMA,farmers,male,36
FADAMA,others,male,36
Bagamoyo_District_Council,farmers,male,6
FUAM,farmers,male,8
FUAM,farmers,male,18
FUAM,farmers,male,11
MEDA,farmers,male,32
MEDA,farmers,male,35
MEDA,farmers,male,25
MEDA,farmers,male,27
MEDA,farmers,male,28
MEDA,farmers,male,22
MEDA,farmers,male,18
FUAM,farmers,male,17
MEDA,farmers,male,25
MEDA,farmers,male,29
MEDA,farmers,male,33
MEDA,farmers,male,24
MEDA,farmers,male,22
FADAMA,farmers,male,10
TYEGD,farmers,male,19
MEDA,farmers,male,33
MEDA,farmers,male,26
MEDA,farmers,male,30
MEDA,farmers,male,34
MEDA,farmers,male,26
MEDA,farmers,male,24
Kasulu_District_Council,farmers,male,30
Kasulu_District_Council,others,male,0
TYEGD,farmers,male,15
FUAM,farmers,male,17
TYEGD,farmers,male,24
TYEGD,farmers,male,13
TYEGD,farmers,male,12
TYEGD,farmers,male,20
TYEGD,farmers,male,19
TYEGD,farmers,male,19
TYEGD,farmers,male,17
TYEGD,farmers,male,23
TYEGD,farmers,male,19
TYEGD,farmers,male,23
FUAM,farmers,male,14
TYEGD,farmers,male,22
TYEGD,farmers,male,22
TYEGD,farmers,male,19
TYEGD,farmers,male,15
TYEGD,farmers,male,18
TYEGD,farmers,male,21
MEDA,farmers,male,0
MEDA,farmers,male,0
MEDA,farmers,male,4
MEDA,farmers,male,0
OYSCGA,farmers,male,19
OYSCGA,NGO_staff,male,2
FADAMA,farmers,male,36
MEDA,farmers,male,0
MEDA,farmers,male,0
MEDA,farmers,male,23
MEDA,farmers,male,1
MEDA,farmers,male,0
MEDA,farmers,male,22
MEDA,farmers,male,26
MEDA,farmers,male,8
MEDA,farmers,male,0
MEDA,farmers,male,1
FADAMA,farmers,male,28
Kilimo_Joint,farmers,male,10
MEDA,farmers,male,23
MEDA,farmers,male,6
MEDA,farmers,male,5
MEDA,farmers,male,18
MEDA,farmers,male,23
MEDA,farmers,male,17
MEDA,farmers,male,26
MEDA,farmers,male,26
MEDA,farmers,male,16
FADAMA,farmers,male,8
MEDA,farmers,male,25
MEDA,farmers,male,21
MEDA,farmers,male,13
MEDA,farmers,male,20
MEDA,farmers,male,1
MEDA,farmers,male,37
CIA_GED,farmers,male,68
CIA_GED,farmers,male,62
MEDA,farmers,male,24
MEDA,government_EAs,male,4
MEDA,farmers,male,20
FADAMA,farmers,male,12
MEDA,farmers,male,26
MEDA,farmers,male,28
MEDA,farmers,male,23
MEDA,farmers,male,22
FADAMA,farmers,male,26
MEDA,farmers,male,27
MEDA,farmers,male,23
MEDA,farmers,male,22
FUAM,farmers,male,10
MEDA,farmers,male,24
MEDA,farmers,male,26
MEDA,farmers,male,28
KOLPING,farmers,male,44
KOLPING,private_EAs,male,1
FUAM,farmers,male,11
FUAM,farmers,male,7
FUAM,farmers,male,11
FUAM,farmers,male,17
FUAM,farmers,male,18
TYEGD,farmers,male,9
FADAMA,farmers,male,24
TYEGD,farmers,male,10
TYEGD,farmers,male,12
TYEGD,farmers,male,18
TYEGD,farmers,male,22
FUAM,farmers,male,9
Tabora_Municipal_Council,farmers,male,320
FADAMA,others,male,27
FUAM,farmers,male,11
MEDA,farmers,male,21
MEDA,farmers,male,14
MEDA,farmers,male,27
FUAM,farmers,male,9
MEDA,farmers,male,19
MEDA,farmers,male,25
MEDA,farmers,male,33
FUAM,farmers,male,8
MEDA,farmers,male,25
FUAM,farmers,male,18
FADAMA,others,male,24
FADAMA,farmers,male,0
FCI,farmers,male,10
Kigoma_Region_ENABEL,farmers,male,23
MEDA,farmers,male,27
MEDA,farmers,male,26
TYEGD,farmers,male,15
TYEGD,farmers,male,10
TYEGD,farmers,male,10
TYEGD,farmers,male,16
TYEGD,farmers,male,14
TYEGD,farmers,male,17
FADAMA,farmers,male,30
TYEGD,farmers,male,13
TYEGD,farmers,male,17
TYEGD,farmers,male,11
TYEGD,farmers,male,13
TYEGD,farmers,male,13
TYEGD,farmers,male,15
TYEGD,farmers,male,13
TYEGD,farmers,male,15
TYEGD,farmers,male,13
TYEGD,farmers,male,19
FADAMA,farmers,male,21
TYEGD,farmers,male,18
TYEGD,farmers,male,17
TYEGD,farmers,male,21
TYEGD,farmers,male,18
TYEGD,farmers,male,19
TYEGD,farmers,male,17
TYEGD,farmers,male,15
TYEGD,farmers,male,18
TYEGD,farmers,male,10
TYEGD,farmers,male,18
FADAMA,farmers,male,31
TYEGD,farmers,male,10
TYEGD,farmers,male,12
TYEGD,farmers,male,16
TYEGD,farmers,male,16
TYEGD,farmers,male,20
TYEGD,farmers,male,15
TYEGD,farmers,male,15
TYEGD,farmers,male,19
TYEGD,farmers,male,19
TYEGD,farmers,male,16
FADAMA,farmers,male,4
FADAMA,others,male,4
TYEGD,farmers,male,18
TYEGD,farmers,male,14
TYEGD,farmers,male,14
TYEGD,farmers,male,14
TYEGD,farmers,male,18
TYEGD,farmers,male,15
TYEGD,farmers,male,17
TYEGD,farmers,male,19
TYEGD,farmers,male,14
Kigoma_Region_ENABEL,farmers,male,22
MEDA,farmers,male,8
MEDA,government_EAs,male,1
FADAMA,farmers,male,24
FADAMA,farmers,male,0
MEDA,farmers,male,28
FADAMA,others,male,3
FADAMA,farmers,male,2
MEDA,farmers,male,26
MEDA,farmers,male,27
MEDA,farmers,male,0
Musoma_District_Council,farmers,male,8
Musoma_District_Council,farmers,male,11
FUAM,farmers,male,7
Musoma_District_Council,farmers,male,24
MEDA,farmers,male,23
MEDA,farmers,male,29
MEDA,farmers,male,25
MEDA,farmers,male,11
MEDA,farmers,male,24
MEDA,farmers,male,20
FUAM,farmers,male,12
FUAM,farmers,male,6
FCI,farmers,male,0
FCI,farmers,male,0
MEDA,farmers,male,21
MEDA,farmers,male,23
MEDA,farmers,male,16
MEDA,farmers,male,22
MEDA,farmers,male,22
MEDA,farmers,male,18
FUAM,farmers,male,29
Kasulu_District_Council,farmers,male,19
FADAMA,farmers,male,19
FADAMA,farmers,male,25
FADAMA,farmers,male,18
KOLPING,farmers,male,31
KOLPING,private_EAs,male,1
MEDA,farmers,male,21
MEDA,farmers,male,20
MEDA,farmers,male,19
MEDA,farmers,male,24
MEDA,farmers,male,27
MEDA,farmers,male,19
MEDA,farmers,male,24
FADAMA,farmers,male,22
MEDA,farmers,male,24
MEDA,farmers,male,27
MEDA,farmers,male,21
MEDA,farmers,male,22
MEDA,farmers,male,25
MEDA,farmers,male,16
Newala_District_Council,farmers,male,47
Newala_District_Council,government_EAs,male,1
Newala_District_Council,NGO_EAs,male,1
Newala_District_Council,researchers,male,1
FADAMA,farmers,male,20
FADAMA,farmers,male,12
FADAMA,farmers,male,0
